jockey_id,jockey,total_races,wins,top3,total_prize,win_rate,top3_rate,turf_races,turf_wins,turf_top3,turf_wr,dirt_races,dirt_wins,dirt_top3,dirt_wr,sprint_races,sprint_wins,sprint_wr,mile_races,mile_wins,mile_wr,middle_races,middle_wins,middle_wr,long_races,long_wins,long_wr
01093,藤岡佑介,5348,554,1556,1172802,0.10359012715033658,0.29094988780852654,3089.0,317.0,915.0,0.10262220783425056,2259.0,237.0,641.0,0.1049136786188579,1945.0,180.0,0.09254498714652956,2279.0,241.0,0.1057481351469943,857.0,101.0,0.11785297549591599,267.0,32.0,0.1198501872659176
01095,吉田隼人,6641,618,1723,1244534,0.09305827435627165,0.2594488781809968,3708.0,339.0,951.0,0.09142394822006472,2933.0,279.0,772.0,0.09512444595976816,2543.0,218.0,0.08572552103814393,2728.0,269.0,0.09860703812316715,1051.0,93.0,0.08848715509039011,319.0,38.0,0.11912225705329153
01096,大野拓弥,7627,469,1626,983878,0.06149206765438574,0.2131899829552904,3678.0,213.0,748.0,0.05791190864600326,3949.0,256.0,878.0,0.06482653836414282,2683.0,158.0,0.05888930301900857,3543.0,237.0,0.06689246401354784,1073.0,54.0,0.05032618825722274,328.0,20.0,0.06097560975609756
01097,小島太一,113,0,7,2753,0.0,0.061946902654867256,22.0,0.0,0.0,0.0,91.0,0.0,7.0,0.0,71.0,0.0,0.0,40.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
01099,鮫島良太,2012,66,254,129351,0.032803180914512925,0.12624254473161034,778.0,17.0,67.0,0.021850899742930592,1234.0,49.0,187.0,0.03970826580226904,971.0,32.0,0.032955715756951595,791.0,30.0,0.03792667509481669,215.0,3.0,0.013953488372093023,35.0,1.0,0.02857142857142857
01101,中村将之,603,38,134,88098,0.06301824212271974,0.2222222222222222,398.0,23.0,91.0,0.05778894472361809,205.0,15.0,43.0,0.07317073170731707,20.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,571.0,38.0,0.06654991243432574
01102,北村友一,5745,579,1652,1282085,0.10078328981723238,0.2875543951261967,3319.0,347.0,983.0,0.10454956312142212,2426.0,232.0,669.0,0.09563066776586975,2235.0,210.0,0.09395973154362416,2323.0,244.0,0.10503659061558329,953.0,111.0,0.11647429171038824,234.0,14.0,0.05982905982905983
01104,田中博康,215,7,21,9381,0.03255813953488372,0.09767441860465116,112.0,6.0,12.0,0.05357142857142857,103.0,1.0,9.0,0.009708737864077669,101.0,3.0,0.0297029702970297,73.0,1.0,0.0136986301369863,28.0,2.0,0.07142857142857142,13.0,1.0,0.07692307692307693
01105,田村太雅,264,7,35,21670,0.026515151515151516,0.13257575757575757,158.0,6.0,21.0,0.0379746835443038,106.0,1.0,14.0,0.009433962264150943,11.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,245.0,7.0,0.02857142857142857
01108,的場勇人,1153,20,76,36933,0.017346053772766695,0.06591500433651344,484.0,12.0,47.0,0.024793388429752067,669.0,8.0,29.0,0.01195814648729447,681.0,11.0,0.016152716593245228,367.0,6.0,0.01634877384196185,84.0,3.0,0.03571428571428571,21.0,0.0,0.0
