umaban,train_type,train_course_type,train_baba,train_mark,train_amount,train_change,train_comment,comment_year,comment_date,train_eval,train_course,race_id
10,0,6,2,0,0,0,001000000002443  54B3,   ,   , ,  ,202401020503
11,0,6,2,0,0,0,101000000002452  53B3,   ,   , ,  ,202401020503
12,0,6,2,0,0,0,001000000002360  60B2,   ,   , ,  ,202401020503
1,0,2,2,0,0,0,100000000002425  51B4,   ,   , ,  ,202401020504
2,0,6,2,0,0,0,101000000001449  51C4,   ,   , ,  ,202401020504
3,0,5,2,0,0,0,100000000001445  53B4,   ,   , ,  ,202401020504
4,0,9,2,0,0,0,001000000001455  55B3,   ,   , ,  ,202401020504
5,0,4,2,0,0,0,101000000001463  63A3,   ,   , ,  ,202401020504
6,0,9,2,0,0,0,001000000002450  56B3,   ,   , ,  ,202401020504
7,0,8,2,0,0,0,001000000001136  38B4,   ,   , ,  ,202401020504
8,0,7,2,0,0,0,100000000001457  57B3,   ,   , ,  ,202401020504
9,0,5,2,0,1,0,100000000002451  38B4,   ,   , ,  ,202401020504
10,0,6,2,0,0,0,001000000001454  61B3,   ,   , ,  ,202401020504
11,0,2,2,0,0,0,001000100001443  52B3,   ,   , ,  ,202401020504
12,0,8,2,0,0,0,001000000001363  62B3,   ,   , ,  ,202401020504
13,0,7,2,0,0,0,001000000001234  33B3,   ,   , ,  ,202401020504
14,0,8,2,0,0,0,101000000001453  51B3,   ,   , ,  ,202401020504
1,0,8,2,0,0,0,001010000001450  48B3,   ,   , ,  ,202401020505
2,0,5,2,0,0,0,101000000001448  53B3,   ,   , ,  ,202401020505
3,0,5,2,0,0,0,101000000001422  47A3,   ,   , ,  ,202401020505
4,0,5,2,0,1,0,100010100001361  52A3,   ,   , ,  ,202401020505
5,0,7,2,0,0,0,001010000001456  50B3,   ,   , ,  ,202401020505
6,0,5,2,0,0,0,100000000001459  59A3,   ,   , ,  ,202401020505
7,0,5,2,0,0,0,101000000001467  63B3,   ,   , ,  ,202401020505
8,0,5,2,0,1,0,100010000001454  61A3,   ,   , ,  ,202401020505
9,0,8,2,0,0,0,100000000001446  50B3,   ,   , ,  ,202401020505
10,0,8,2,0,0,0,001000000001465  57B3,   ,   , ,  ,202401020505
11,0,8,2,0,0,0,100000000001463  43B3,   ,   , ,  ,202401020505
12,0,5,2,0,0,0,100010000001465  60B3,   ,   , ,  ,202401020505
1,0,8,2,0,0,0,100010000001427  43C4,   ,   , ,  ,202401020506
2,0,8,2,0,0,0,001000000001443  46B3,   ,   , ,  ,202401020506
3,0,9,2,0,0,0,101000000002438  50C4,   ,   , ,  ,202401020506
4,0,6,2,0,0,0,101000000001436  43B3,   ,   , ,  ,202401020506
5,0,6,2,0,0,0,001000000001351  54B3,   ,   , ,  ,202401020506
6,0,5,3,0,1,0,101000000001150  52B3,   ,   , ,  ,202401020506
7,0,6,2,0,0,0,100000000001460  62B3,   ,   , ,  ,202401020506
8,0,8,2,0,0,0,001000000001461  39B3,   ,   , ,  ,202401020506
9,0,8,2,0,0,0,001000000001454  39B4,   ,   , ,  ,202401020506
10,0,8,2,0,0,0,001010000001451  41B4,   ,   , ,  ,202401020506
11,0,3,2,0,0,0,001000000001455  60A3,   ,   , ,  ,202401020506
12,0,6,2,0,0,0,001000000002428  47B4,   ,   , ,  ,202401020506
13,0,8,2,0,0,0,001000000002144  43B3,   ,   , ,  ,202401020506
14,0,5,2,0,0,0,101000000002441  52B4,   ,   , ,  ,202401020506
1,0,6,2,0,0,0,001000000002464  64B1,   ,   , ,  ,202401020507
2,0,8,2,0,0,0,001000000001458  55C3,   ,   , ,  ,202401020507
3,0,6,2,0,0,0,001000000001453  58B3,   ,   , ,  ,202401020507
4,0,6,2,0,0,0,001000000001123  30C3,   ,   , ,  ,202401020507
5,0,5,2,0,0,0,100000000001157  52B2,   ,   , ,  ,202401020507
6,1,0,0,0,0,0,0000000000000    68B3,   ,   , ,  ,202401020507
7,0,5,2,0,0,0,001000000001454  51B3,   ,   , ,  ,202401020507
8,0,5,2,0,1,0,101000000001438  48B3,   ,   , ,  ,202401020507
9,1,0,0,0,0,0,0000000000000    60B3,   ,   , ,  ,202401020507
10,1,1,0,0,0,0,0000000000000    66D3,   ,   , ,  ,202401020507
11,1,0,0,0,0,0,0000000000000    69B3,   ,   , ,  ,202401020507
12,0,6,2,0,0,0,100000000001457  60B3,   ,   , ,  ,202401020507
13,0,6,2,0,0,0,100000000002456  71B2,   ,   , ,  ,202401020507
14,0,5,3,0,1,0,101000000001457  51B4,   ,   , ,  ,202401020507
1,0,6,2,0,0,0,001000000001355  57B3,   ,   , ,  ,202401020508
2,0,6,3,0,1,0,100000000001353  49B4,   ,   , ,  ,202401020508
3,0,9,3,0,1,0,100000000001424  34C4,   ,   , ,  ,202401020508
4,1,0,0,0,0,0,0000000000000    52B3,   ,   , ,  ,202401020508
5,0,6,2,0,0,0,001000000001435  48B4,   ,   , ,  ,202401020508
6,0,8,2,0,0,0,100000000002133  52B4,   ,   , ,  ,202401020508
7,0,5,2,0,0,0,100000000001467  57B2,   ,   , ,  ,202401020508
8,0,5,2,0,0,0,100000000002349  74B3,   ,   , ,  ,202401020508
9,0,3,2,0,0,0,001000000001132  47A4,   ,   , ,  ,202401020508
10,1,0,0,0,0,0,0000000000000    64B3,   ,   , ,  ,202401020508
11,0,6,2,0,0,0,100000000002355  61B3,   ,   , ,  ,202401020508
12,1,0,0,0,0,0,0000000000000    57B3,   ,   , ,  ,202401020508
1,0,2,2,0,0,0,001000000001442  57B3,   ,   , ,  ,202401020509
2,0,5,2,0,0,0,101010000001454  63B3,   ,   , ,  ,202401020509
3,0,6,2,0,0,0,001000000002110  33B4,   ,   , ,  ,202401020509
4,0,6,2,0,0,0,001000000001448  51B2,   ,   , ,  ,202401020509
5,0,6,2,0,0,0,001000000002332  43B3,   ,   , ,  ,202401020509
6,1,1,0,0,0,0,0000000000000    53D3,   ,   , ,  ,202401020509
7,0,5,2,0,0,0,100010000001447  51B4,   ,   , ,  ,202401020509
8,0,8,2,0,0,0,001000000001458  48B3,   ,   , ,  ,202401020509
9,0,6,2,0,0,0,001010000001450  53B3,   ,   , ,  ,202401020509
10,0,6,2,0,0,0,001000000001447  47B3,   ,   , ,  ,202401020509
11,0,5,2,0,0,0,100000000001454  61B3,   ,   , ,  ,202401020509
12,0,6,2,0,0,0,001000000002436  50B4,   ,   , ,  ,202401020509
13,0,9,2,0,0,0,001000000001431  48C4,   ,   , ,  ,202401020509
14,0,9,2,0,0,0,001000000001440  50D4,   ,   , ,  ,202401020509
1,0,3,2,0,0,0,101000000001447  56B3,   ,   , ,  ,202401020510
2,0,6,2,0,0,0,001000000001358  59B3,   ,   , ,  ,202401020510
3,0,6,2,0,0,0,100000000002326  55B4,   ,   , ,  ,202401020510
4,0,9,2,0,0,0,100000000001462  64C3,   ,   , ,  ,202401020510
5,0,6,2,0,0,0,001000000001455  61B3,   ,   , ,  ,202401020510
6,0,6,2,0,0,0,100000000002265  65B2,   ,   , ,  ,202401020510
7,0,6,2,0,0,0,101000000001433  49B4,   ,   , ,  ,202401020510
8,1,0,0,0,0,0,0000000000000    60B3,   ,   , ,  ,202401020510
9,0,8,2,0,0,0,100000000002462  46B3,   ,   , ,  ,202401020510
10,0,6,2,0,0,0,001000000002460  63B3,   ,   , ,  ,202401020510
11,1,1,0,0,0,0,0000000000000    43D3,   ,   , ,  ,202401020510
12,1,0,0,0,0,0,0000000000000    53B3,   ,   , ,  ,202401020510
13,0,6,2,0,0,0,001000000001437  53B4,   ,   , ,  ,202401020510
14,0,9,2,0,0,0,100000000002427  45B4,   ,   , ,  ,202401020510
1,0,6,2,0,0,0,100000000001460  59B3,   ,   , ,  ,202401020511
2,0,6,2,0,0,0,101000000001447  54B4,   ,   , ,  ,202401020511
3,0,5,2,0,0,0,100000000001360  58B3,   ,   , ,  ,202401020511
4,0,9,2,0,0,0,001010000001412  42B4,   ,   , ,  ,202401020511
5,0,6,2,0,0,0,100000000001363  63B1,   ,   , ,  ,202401020511
6,0,3,2,0,0,0,001000000001459  64B3,   ,   , ,  ,202401020511
7,0,5,2,0,0,0,100000000001375  62C2,   ,   , ,  ,202401020511
8,0,5,2,0,0,0,100000000002435  56B4,   ,   , ,  ,202401020511
9,0,5,2,0,0,0,100000000001455  55B3,   ,   , ,  ,202401020511
10,0,5,2,0,0,0,100000000001138  52B3,   ,   , ,  ,202401020511
11,0,7,2,0,0,0,001000000001455  45C3,   ,   , ,  ,202401020511
12,0,6,2,0,0,0,100000000001350  52B3,   ,   , ,  ,202401020511
13,0,9,2,0,0,0,001000000001463  64C3,   ,   , ,  ,202401020511
14,0,5,2,0,0,0,101000000001483  76B1,   ,   , ,  ,202401020511
1,0,6,2,0,0,0,001000000001451  60B3,   ,   , ,  ,202401020512
2,0,5,2,0,1,0,100000000001451  59B3,   ,   , ,  ,202401020512
3,0,6,2,0,0,0,001000000001457  62B3,   ,   , ,  ,202401020512
4,0,5,2,0,0,0,001000000001450  54B3,   ,   , ,  ,202401020512
5,0,5,2,0,0,0,001000000001447  53B3,   ,   , ,  ,202401020512
6,0,6,2,0,1,0,001000000001161  61B3,   ,   , ,  ,202401020512
7,0,6,2,0,0,0,001000000001441  47B3,   ,   , ,  ,202401020512
8,0,9,2,0,0,0,001000000001464  64C3,   ,   , ,  ,202401020512
9,0,6,2,0,0,0,001000000001362  57B3,   ,   , ,  ,202401020512
10,0,6,2,0,0,0,001000000001346  53B3,   ,   , ,  ,202401020512
1,0,6,2,0,0,0,001000000001429  31B3,   ,   , ,  ,202404030501
2,0,5,1,0,1,0,100000000001345  52B4,   ,   , ,  ,202404030501
3,0,5,2,0,0,0,100000000001454  55B2,   ,   , ,  ,202404030501
4,0,5,2,0,0,0,100000000001357  57B2,   ,   , ,  ,202404030501
5,0,6,3,0,1,0,100000000001348  50B3,   ,   , ,  ,202404030501
6,0,5,3,0,1,0,100000000001358  57B3,   ,   , ,  ,202404030501
7,0,6,3,0,1,0,100000000001345  50B3,   ,   , ,  ,202404030501
8,0,6,2,0,0,0,100000000001340  47B3,   ,   , ,  ,202404030501
9,0,3,2,0,0,0,100000000001361  61B3,   ,   , ,  ,202404030501
10,0,6,2,0,0,0,000000000011346  48B3,   ,   , ,  ,202404030501
1,0,6,2,0,1,0,100000000002454  53B3,   ,   , ,  ,202404030502
2,1,0,0,0,0,0,0000000000000    50B3,   ,   , ,  ,202404030502
3,0,6,2,0,1,0,100000000001334  42B3,   ,   , ,  ,202404030502
4,0,6,2,0,0,0,001000000011363  62B2,   ,   , ,  ,202404030502
5,0,5,2,0,1,0,100000000002461  69B4,   ,   , ,  ,202404030502
6,0,5,3,0,1,0,100000000001342  50B4,   ,   , ,  ,202404030502
7,0,2,2,0,0,0,100000000002444  59A2,   ,   , ,  ,202404030502
8,0,5,1,0,1,0,000000000002446  53B3,   ,   , ,  ,202404030502
9,0,2,1,0,1,0,100000000002475  73A1,   ,   , ,  ,202404030502
10,0,9,3,0,1,0,100000000001359  56B3,   ,   , ,  ,202404030502
11,1,0,0,0,0,0,0000000000000    57B3,   ,   , ,  ,202404030502
12,0,5,1,0,1,0,100000000012445  49B4,   ,   , ,  ,202404030502
13,0,9,3,0,1,0,100000000001337  33B2,   ,   , ,  ,202404030502
14,0,8,2,0,1,0,100000000001345  51B3,   ,   , ,  ,202404030502
15,0,9,2,0,0,0,100000000001345  33D3,   ,   , ,  ,202404030502
1,0,7,1,0,1,0,000000000002337  36B3,   ,   , ,  ,202404030503
2,1,0,0,0,0,0,0000000000000    57B3,   ,   , ,  ,202404030503
3,0,5,1,0,1,0,000000000002458  58C2,   ,   , ,  ,202404030503
4,0,2,3,0,1,0,100000000001342  59B3,   ,   , ,  ,202404030503
5,0,6,1,0,1,0,000000000002119  31B4,   ,   , ,  ,202404030503
6,0,8,3,0,1,0,100000000002445  50C4,   ,   , ,  ,202404030503
7,0,5,1,0,1,0,100000000002461  58B3,   ,   , ,  ,202404030503
8,0,6,1,0,1,0,000000100002455  58B3,   ,   , ,  ,202404030503
9,0,6,3,0,1,0,100000000001363  56B3,   ,   , ,  ,202404030503
10,0,5,1,0,1,0,100000000002159  58B2,   ,   , ,  ,202404030503
11,0,9,3,0,1,0,100000000001363  76C4,   ,   , ,  ,202404030503
12,0,6,3,0,1,0,100000000001363  56B3,   ,   , ,  ,202404030503
13,1,1,0,0,0,0,0000000000000    49D3,   ,   , ,  ,202404030503
14,0,5,2,0,1,0,100000000001347  54B3,   ,   , ,  ,202404030503
15,0,8,2,0,0,0,100000000012364  52B3,   ,   , ,  ,202404030503
16,1,0,0,0,0,0,0000000000000    55B3,   ,   , ,  ,202404030503
17,0,2,3,0,1,0,100000000001356  60B3,   ,   , ,  ,202404030503
18,0,6,1,0,1,0,000000000002410  28B4,   ,   , ,  ,202404030503
1,0,2,3,0,1,0,100000000001449  71A1,   ,   , ,  ,202404030504
2,1,1,0,0,0,0,0000000000000    45D3,   ,   , ,  ,202404030504
3,0,5,3,0,1,0,100000000001321  50B4,   ,   , ,  ,202404030504
4,0,8,3,0,1,0,100000000001340  42C3,   ,   , ,  ,202404030504
5,0,5,1,0,1,0,100000100002456  58B3,   ,   , ,  ,202404030504
6,0,9,2,0,0,0,100000000001343  53C4,   ,   , ,  ,202404030504
7,0,6,1,0,1,0,000000000012453  52B2,   ,   , ,  ,202404030504
8,0,6,2,0,1,0,100000000001364  54B3,   ,   , ,  ,202404030504
9,0,5,1,0,1,0,000000100002456  69B4,   ,   , ,  ,202404030504
10,0,5,2,0,0,0,100000000011451  51B3,   ,   , ,  ,202404030504
11,0,9,1,0,1,0,000000000002346  48C3,   ,   , ,  ,202404030504
12,0,8,1,0,1,0,000000000002157  58B3,   ,   , ,  ,202404030504
13,0,6,2,0,0,0,100000000001452  52B2,   ,   , ,  ,202404030504
14,0,8,2,0,0,0,100000000001460  60C3,   ,   , ,  ,202404030504
15,0,6,2,0,0,0,001000000001454  59B3,   ,   , ,  ,202404030504
16,0,8,2,0,0,0,100000000001350  42B3,   ,   , ,  ,202404030504
17,0,9,2,0,1,0,100000000001354  53B3,   ,   , ,  ,202404030504
18,0,6,3,0,1,0,100000000001457  55B2,   ,   , ,  ,202404030504
1,0,8,1,0,1,0,100000000001451  40B3,   ,   , ,  ,202404030505
2,0,8,3,0,1,0,100000000001365  54B3,   ,   , ,  ,202404030505
3,0,6,3,0,1,0,100000000002168  59B3,   ,   , ,  ,202404030505
4,0,5,3,0,1,0,100000100001449  55A3,   ,   , ,  ,202404030505
5,0,5,1,0,1,0,100000000002450  44B3,   ,   , ,  ,202404030505
6,0,9,3,0,1,0,100000000001357  49B3,   ,   , ,  ,202404030505
7,0,6,3,0,1,0,100000000011351  50B3,   ,   , ,  ,202404030505
8,0,5,3,0,1,0,100000000001360  56B3,   ,   , ,  ,202404030505
9,0,8,3,0,1,0,100000000001346  44B3,   ,   , ,  ,202404030505
10,0,5,2,0,1,0,100000000001347  50B3,   ,   , ,  ,202404030505
11,0,5,2,0,1,0,100000000011451  54B3,   ,   , ,  ,202404030505
12,0,5,2,0,1,0,100000000001347  54B3,   ,   , ,  ,202404030505
1,0,8,3,0,1,0,100000000001353  54B3,   ,   , ,  ,202404030506
2,0,5,1,0,1,0,100000000001347  52A3,   ,   , ,  ,202404030506
3,0,5,1,0,1,0,100000000002344  50B3,   ,   , ,  ,202404030506
4,0,5,1,0,1,0,001000000002145  48A3,   ,   , ,  ,202404030506
5,0,7,2,0,0,0,100000000001263  49B3,   ,   , ,  ,202404030506
6,0,5,1,0,1,0,100000000002437  42B3,   ,   , ,  ,202404030506
7,0,5,1,0,1,0,100000000002161  55B3,   ,   , ,  ,202404030506
8,0,5,2,0,1,0,100000000001360  52B3,   ,   , ,  ,202404030506
9,0,5,3,0,1,0,101000100002351  54A3,   ,   , ,  ,202404030506
10,0,8,3,0,1,0,100000000002453  52B3,   ,   , ,  ,202404030506
11,0,8,2,0,1,0,100000000001341  42B3,   ,   , ,  ,202404030506
12,0,5,3,0,1,0,100000000002458  52B3,   ,   , ,  ,202404030506
13,0,5,3,0,1,0,100000000001254  51B3,   ,   , ,  ,202404030506
14,0,5,3,0,1,0,100000000001344  43A3,   ,   , ,  ,202404030506
15,0,8,3,0,1,0,100000000002437  43B3,   ,   , ,  ,202404030506
1,0,5,1,0,1,0,000000000002350  55B3,   ,   , ,  ,202404030507
2,0,2,3,0,1,0,100000000001355  55A3,   ,   , ,  ,202404030507
3,1,0,0,0,0,0,0000000000000    52B3,   ,   , ,  ,202404030507
4,0,5,1,0,1,0,000000000002454  49B3,   ,   , ,  ,202404030507
5,0,6,3,0,1,0,100000000001353  60B3,   ,   , ,  ,202404030507
6,0,6,1,0,1,0,000000000002445  48B3,   ,   , ,  ,202404030507
7,0,7,2,0,1,0,100000000012444  46B3,   ,   , ,  ,202404030507
8,0,8,3,0,1,0,100000000002350  49B3,   ,   , ,  ,202404030507
9,0,6,3,0,1,0,100000000001461  63B2,   ,   , ,  ,202404030507
10,0,6,3,0,1,0,100000000001454  54B3,   ,   , ,  ,202404030507
11,0,9,2,0,0,0,100000000001327  43C4,   ,   , ,  ,202404030507
12,0,3,1,0,1,0,000000000002340  43A3,   ,   , ,  ,202404030507
13,0,8,3,0,1,0,100000000001355  53B3,   ,   , ,  ,202404030507
14,0,9,1,0,1,0,000000000002443  46D4,   ,   , ,  ,202404030507
15,0,5,1,0,1,0,000000000002158  58B3,   ,   , ,  ,202404030507
1,0,5,3,0,1,0,100000000001364  59B3,   ,   , ,  ,202404030508
2,0,6,2,0,0,0,100000100001349  60B3,   ,   , ,  ,202404030508
3,0,9,2,0,0,0,001000000001452  40D4,   ,   , ,  ,202404030508
4,0,5,3,0,1,0,100000000002458  51B3,   ,   , ,  ,202404030508
5,0,8,2,0,0,0,100000000001449  48B3,   ,   , ,  ,202404030508
6,0,5,3,0,1,0,100000000001358  54B4,   ,   , ,  ,202404030508
7,0,9,3,0,1,0,100000000001345  51B3,   ,   , ,  ,202404030508
8,0,6,2,0,0,0,001000000001438  43B3,   ,   , ,  ,202404030508
9,0,6,1,0,1,0,000000000002416  43B4,   ,   , ,  ,202404030508
10,0,6,1,0,1,0,000000000002439  50B3,   ,   , ,  ,202404030508
11,0,6,2,0,0,0,100000000011464  56B3,   ,   , ,  ,202404030508
12,0,5,2,0,1,0,100000000001360  63B3,   ,   , ,  ,202404030508
13,0,8,3,0,1,0,100000000001454  46B3,   ,   , ,  ,202404030508
14,0,6,3,0,1,0,100000000001363  57B2,   ,   , ,  ,202404030508
15,0,8,2,0,0,0,100000000001348  51B3,   ,   , ,  ,202404030508
1,0,6,3,0,1,0,100000000001362  60B3,   ,   , ,  ,202404030509
2,0,6,3,0,1,0,100000000011356  56B3,   ,   , ,  ,202404030509
3,0,8,3,0,1,0,100000000002457  53B4,   ,   , ,  ,202404030509
4,0,8,2,0,0,0,100000000001362  52B3,   ,   , ,  ,202404030509
5,0,5,3,0,1,0,100000000002451  53B3,   ,   , ,  ,202404030509
6,0,6,2,0,0,0,100000000001345  50B3,   ,   , ,  ,202404030509
7,0,6,2,0,0,0,100000000001357  57B2,   ,   , ,  ,202404030509
8,0,9,1,0,1,0,000000000002438  43C3,   ,   , ,  ,202404030509
9,0,6,2,0,0,0,0010000000012    51B3,   ,   , ,  ,202404030509
10,0,5,1,0,1,0,000000000002452  52B3,   ,   , ,  ,202404030509
11,0,5,3,0,1,0,100000000012461  59B3,   ,   , ,  ,202404030509
12,0,9,1,0,1,0,000000000002359  56B3,   ,   , ,  ,202404030509
13,0,6,1,0,1,0,000000000002441  41B3,   ,   , ,  ,202404030509
14,0,5,1,0,1,0,000000000002456  56A3,   ,   , ,  ,202404030509
15,0,5,2,0,1,0,101000000001348  53B3,   ,   , ,  ,202404030509
16,0,9,2,0,0,0,100000000001361  56C3,   ,   , ,  ,202404030509
1,0,5,2,0,1,0,100000000011355  53B3,   ,   , ,  ,202404030510
2,0,5,3,0,1,0,100000000001351  52B4,   ,   , ,  ,202404030510
3,0,6,2,0,0,0,100000100011347  48B3,   ,   , ,  ,202404030510
4,0,9,3,0,1,0,100000000001448  53B3,   ,   , ,  ,202404030510
5,0,5,3,0,1,0,100000000001375  64B3,   ,   , ,  ,202404030510
6,0,5,3,0,1,0,100000000001365  58B3,   ,   , ,  ,202404030510
7,0,5,2,0,1,0,100000000011457  56A3,   ,   , ,  ,202404030510
8,0,5,3,0,1,0,100000000001466  58B4,   ,   , ,  ,202404030510
9,0,9,1,0,1,0,000000000002465  64B3,   ,   , ,  ,202404030510
10,0,7,1,0,1,0,000000000002476  65B3,   ,   , ,  ,202404030510
11,0,9,3,0,1,0,000000000011444  57C4,   ,   , ,  ,202404030510
12,0,6,2,0,0,0,100000000001438  43B3,   ,   , ,  ,202404030510
13,0,7,2,0,0,0,100000000001460  61B2,   ,   , ,  ,202404030510
14,0,5,3,0,1,0,100000000002347  52B4,   ,   , ,  ,202404030510
15,0,8,3,0,1,0,100000000002359  59B3,   ,   , ,  ,202404030510
16,0,6,2,0,0,0,100000000001348  51B3,   ,   , ,  ,202404030510
1,0,5,2,0,0,0,100000000011458  62B3,   ,   , ,  ,202404030511
2,0,5,1,0,1,0,000000000002374  60B3,   ,   , ,  ,202404030511
3,0,5,1,0,1,0,100000000001370  62B3,   ,   , ,  ,202404030511
4,0,2,1,0,1,0,100000000002469  67A3,   ,   , ,  ,202404030511
5,0,9,2,0,0,0,100000000001352  48C4,   ,   , ,  ,202404030511
6,0,5,1,0,1,0,000000000002262  64B3,   ,   , ,  ,202404030511
7,0,6,1,0,1,0,000000000002366  59B2,   ,   , ,  ,202404030511
8,0,8,1,0,1,0,000000000002357  66B3,   ,   , ,  ,202404030511
9,0,9,1,0,1,0,000000000002460  60B4,   ,   , ,  ,202404030511
10,0,5,1,0,1,0,000000000002473  65B3,   ,   , ,  ,202404030511
11,0,5,3,0,1,0,100000000001256  59B3,   ,   , ,  ,202404030511
12,1,0,0,0,0,0,0000000000000    56B3,   ,   , ,  ,202404030511
13,0,8,1,0,1,0,000000000002470  68B3,   ,   , ,  ,202404030511
1,0,6,2,0,0,0,100000000001351  61B3,   ,   , ,  ,202404030512
2,0,6,2,0,0,0,000000000011441  48B3,   ,   , ,  ,202404030512
3,1,0,0,0,0,0,0000000000000    56B3,   ,   , ,  ,202404030512
4,0,5,3,0,1,0,100000000001348  56B3,   ,   , ,  ,202404030512
5,0,8,2,0,1,0,100000000001351  57B3,   ,   , ,  ,202404030512
6,0,6,2,0,0,0,101000000001156  69B2,   ,   , ,  ,202404030512
7,1,0,0,0,0,0,0000000000000    47B3,   ,   , ,  ,202404030512
8,0,5,1,0,1,0,100000000002469  64B3,   ,   , ,  ,202404030512
9,0,5,3,0,1,0,100000000001260  57B3,   ,   , ,  ,202404030512
10,0,5,1,0,1,0,000000000002360  63B4,   ,   , ,  ,202404030512
11,0,5,1,0,1,0,000000000002458  57B3,   ,   , ,  ,202404030512
12,0,5,1,0,1,0,000000000002461  65A3,   ,   , ,  ,202404030512
13,0,5,3,0,1,0,100000000002449  64B2,   ,   , ,  ,202404030512
14,0,5,2,0,0,0,100000000001352  54B3,   ,   , ,  ,202404030512
15,0,5,1,0,1,0,100000000002457  57B3,   ,   , ,  ,202404030512
1,0,6,1,0,1,0,000000000002460  60B3,   ,   , ,  ,202407020501
2,0,6,1,0,1,0,00000000000247   22B4,   ,   , ,  ,202407020501
3,0,5,1,0,1,0,000000000002343  44B3,   ,   , ,  ,202407020501
4,0,5,1,0,1,0,000000000002147  47B2,   ,   , ,  ,202407020501
5,0,5,1,0,1,0,000000000002342  52A3,   ,   , ,  ,202407020501
6,0,2,3,0,1,0,100000000002359  59B2,   ,   , ,  ,202407020501
7,0,6,1,0,1,0,000000000002336  53B4,   ,   , ,  ,202407020501
8,0,2,1,0,1,0,000000000002351  51B3,   ,   , ,  ,202407020501
9,0,5,3,0,1,0,100000000002356  55B3,   ,   , ,  ,202407020501
1,0,5,3,0,1,0,100000000001363  57B3,   ,   , ,  ,202407020502
2,1,0,0,0,0,0,0000000000000    56B3,   ,   , ,  ,202407020502
3,0,8,1,0,1,0,000000000011433  28B4,   ,   , ,  ,202407020502
4,0,5,1,0,1,0,100000000002439  44B3,   ,   , ,  ,202407020502
5,0,8,1,0,1,0,000000000002478  64B3,   ,   , ,  ,202407020502
6,0,8,1,0,1,0,000000000002453  50B3,   ,   , ,  ,202407020502
7,0,8,3,0,1,0,100000000002468  45B3,   ,   , ,  ,202407020502
8,0,8,1,0,1,0,000000000002352  48B3,   ,   , ,  ,202407020502
9,0,8,1,0,1,0,000000000002346  47B4,   ,   , ,  ,202407020502
10,0,6,1,0,1,0,000000000002340  47B3,   ,   , ,  ,202407020502
11,0,8,3,0,1,0,100000000002443  45B3,   ,   , ,  ,202407020502
12,0,5,3,0,1,0,100000000002347  46B3,   ,   , ,  ,202407020502
13,0,5,1,0,1,0,101000000002351  47B3,   ,   , ,  ,202407020502
14,0,6,1,0,1,0,000000000002434  42B3,   ,   , ,  ,202407020502
15,0,2,1,0,1,0,000000000002340  42B3,   ,   , ,  ,202407020502
16,0,5,3,0,1,0,100000000002442  57B4,   ,   , ,  ,202407020502
1,0,8,1,0,1,0,000000000002163  50B3,   ,   , ,  ,202407020503
2,0,5,1,0,1,0,000000000002470  58B3,   ,   , ,  ,202407020503
3,0,5,1,0,1,0,000000000002466  67B2,   ,   , ,  ,202407020503
4,0,8,2,0,0,0,100000000002443  40B3,   ,   , ,  ,202407020503
5,0,8,3,0,1,0,100000000002437  40B4,   ,   , ,  ,202407020503
6,0,6,1,0,1,0,000000000002341  54B4,   ,   , ,  ,202407020503
7,0,5,3,0,1,0,100000000001462  55B2,   ,   , ,  ,202407020503
8,0,5,1,0,1,0,100000000002446  48B3,   ,   , ,  ,202407020503
9,0,5,1,0,1,0,000000000002470  61A2,   ,   , ,  ,202407020503
10,0,4,1,0,1,0,000000000002454  54B3,   ,   , ,  ,202407020503
11,0,8,1,0,1,0,000000000002164  52B2,   ,   , ,  ,202407020503
12,0,5,1,0,1,0,000000000002348  47B3,   ,   , ,  ,202407020503
13,0,2,3,0,1,0,100000000002365  65B2,   ,   , ,  ,202407020503
14,0,8,3,0,1,0,100000000002337  39B3,   ,   , ,  ,202407020503
15,0,5,1,0,1,0,100000000001446  59B3,   ,   , ,  ,202407020503
16,0,5,1,0,1,0,000000000002464  59B2,   ,   , ,  ,202407020503
1,0,5,3,0,1,0,100000000002434  55B3,   ,   , ,  ,202407020504
2,0,8,2,0,0,0,100000000001452  51B3,   ,   , ,  ,202407020504
3,0,9,1,0,1,0,100000000001418  43C4,   ,   , ,  ,202407020504
4,0,8,5,0,1,0,100000001002335  53B4,   ,   , ,  ,202407020504
5,0,5,3,0,1,0,100000100001358  57B3,   ,   , ,  ,202407020504
6,0,3,3,0,1,0,100000000001362  59B3,   ,   , ,  ,202407020504
1,0,5,1,0,1,0,100000000002351  54B3,   ,   , ,  ,202407020505
2,0,5,1,0,1,0,100000000002461  58A3,   ,   , ,  ,202407020505
3,0,5,1,0,1,0,100000000002454  48B3,   ,   , ,  ,202407020505
4,0,5,3,0,1,0,100000100001357  53B3,   ,   , ,  ,202407020505
5,0,5,3,0,1,0,100000000002451  58A3,   ,   , ,  ,202407020505
6,0,5,1,0,1,0,100000000002456  60B3,   ,   , ,  ,202407020505
7,0,5,2,0,0,0,100000000001353  53B3,   ,   , ,  ,202407020505
8,0,5,1,0,1,0,100000100002443  46B3,   ,   , ,  ,202407020505
9,0,5,1,0,1,0,000000000002343  47A3,   ,   , ,  ,202407020505
10,0,8,2,0,0,0,101000000001451  42B3,   ,   , ,  ,202407020505
11,0,5,3,0,1,0,100000000002349  51B3,   ,   , ,  ,202407020505
