date,race_id,race_num,formation,n_bets,inv,pay,hit
20260503,202608030403,3,V15_baseline_7,7,700,0.0,0
20260503,202608030403,3,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202608030403,3,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202608030403,3,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202608030403,3,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202608030403,3,Box5_10,10,1000,0.0,0
20260503,202608030403,3,Box6_20,20,2000,0.0,0
20260503,202608030403,3,2axis_4,4,700,0.0,0
20260503,202608030404,4,V15_baseline_7,7,700,0.0,0
20260503,202608030404,4,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202608030404,4,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202608030404,4,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202608030404,4,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202608030404,4,Box5_10,10,1000,0.0,0
20260503,202608030404,4,Box6_20,20,2000,0.0,0
20260503,202608030404,4,2axis_4,4,700,0.0,0
20260503,202608030405,5,V15_baseline_7,7,700,0.0,0
20260503,202608030405,5,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202608030405,5,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202608030405,5,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202608030405,5,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202608030405,5,Box5_10,10,1000,0.0,0
20260503,202608030405,5,Box6_20,20,2000,0.0,0
20260503,202608030405,5,2axis_4,4,700,0.0,0
20260503,202608030406,6,V15_baseline_7,7,700,0.0,0
20260503,202608030406,6,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202608030406,6,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202608030406,6,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202608030406,6,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202608030406,6,Box5_10,10,1000,0.0,0
20260503,202608030406,6,Box6_20,20,2000,0.0,0
20260503,202608030406,6,2axis_4,4,700,0.0,0
20260503,202608030407,7,V15_baseline_7,7,700,0.0,0
20260503,202608030407,7,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202608030407,7,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202608030407,7,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202608030407,7,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202608030407,7,Box5_10,10,1000,0.0,0
20260503,202608030407,7,Box6_20,20,2000,0.0,0
20260503,202608030407,7,2axis_4,4,700,0.0,0
20260503,202608030408,8,V15_baseline_7,7,700,0.0,0
20260503,202608030408,8,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202608030408,8,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202608030408,8,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202608030408,8,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202608030408,8,Box5_10,10,1000,0.0,0
20260503,202608030408,8,Box6_20,20,2000,0.0,0
20260503,202608030408,8,2axis_4,4,700,0.0,0
20260503,202608030409,9,V15_baseline_7,7,700,0.0,0
20260503,202608030409,9,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202608030409,9,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202608030409,9,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202608030409,9,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202608030409,9,Box5_10,10,1000,0.0,1
20260503,202608030409,9,Box6_20,20,2000,0.0,1
20260503,202608030409,9,2axis_4,4,700,0.0,0
20260503,202608030410,10,V15_baseline_7,7,700,0.0,0
20260503,202608030410,10,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202608030410,10,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202608030410,10,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202608030410,10,V15+T2-T3-T4_8,8,800,0.0,1
20260503,202608030410,10,Box5_10,10,1000,0.0,1
20260503,202608030410,10,Box6_20,20,2000,0.0,1
20260503,202608030410,10,2axis_4,4,700,0.0,0
20260503,202608030411,11,V15_baseline_7,7,700,0.0,0
20260503,202608030411,11,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202608030411,11,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202608030411,11,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202608030411,11,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202608030411,11,Box5_10,10,1000,0.0,0
20260503,202608030411,11,Box6_20,20,2000,0.0,0
20260503,202608030411,11,2axis_4,4,700,0.0,0
20260503,202608030412,12,V15_baseline_7,7,700,0.0,0
20260503,202608030412,12,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202608030412,12,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202608030412,12,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202608030412,12,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202608030412,12,Box5_10,10,1000,0.0,0
20260503,202608030412,12,Box6_20,20,2000,0.0,0
20260503,202608030412,12,2axis_4,4,700,0.0,0
20260503,202604010201,1,V15_baseline_7,7,700,0.0,0
20260503,202604010201,1,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202604010201,1,V15+T14_T15_T16_10,10,1000,0.0,1
20260503,202604010201,1,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202604010201,1,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202604010201,1,Box5_10,10,1000,0.0,0
20260503,202604010201,1,Box6_20,20,2000,0.0,1
20260503,202604010201,1,2axis_4,4,700,0.0,0
20260503,202604010202,2,V15_baseline_7,7,700,0.0,0
20260503,202604010202,2,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202604010202,2,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202604010202,2,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202604010202,2,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202604010202,2,Box5_10,10,1000,0.0,0
20260503,202604010202,2,Box6_20,20,2000,0.0,1
20260503,202604010202,2,2axis_4,4,700,0.0,0
20260503,202604010203,3,V15_baseline_7,7,700,0.0,0
20260503,202604010203,3,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202604010203,3,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202604010203,3,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202604010203,3,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202604010203,3,Box5_10,10,1000,0.0,0
20260503,202604010203,3,Box6_20,20,2000,0.0,0
20260503,202604010203,3,2axis_4,4,700,0.0,0
20260503,202604010205,5,V15_baseline_7,7,700,0.0,0
20260503,202604010205,5,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202604010205,5,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202604010205,5,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202604010205,5,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202604010205,5,Box5_10,10,1000,0.0,0
20260503,202604010205,5,Box6_20,20,2000,0.0,0
20260503,202604010205,5,2axis_4,4,700,0.0,0
20260503,202604010206,6,V15_baseline_7,7,700,0.0,0
20260503,202604010206,6,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202604010206,6,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202604010206,6,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202604010206,6,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202604010206,6,Box5_10,10,1000,0.0,0
20260503,202604010206,6,Box6_20,20,2000,0.0,0
20260503,202604010206,6,2axis_4,4,700,0.0,0
20260503,202604010207,7,V15_baseline_7,7,700,0.0,0
20260503,202604010207,7,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202604010207,7,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202604010207,7,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202604010207,7,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202604010207,7,Box5_10,10,1000,0.0,0
20260503,202604010207,7,Box6_20,20,2000,0.0,0
20260503,202604010207,7,2axis_4,4,700,0.0,0
20260503,202604010208,8,V15_baseline_7,7,700,0.0,0
20260503,202604010208,8,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202604010208,8,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202604010208,8,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202604010208,8,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202604010208,8,Box5_10,10,1000,0.0,0
20260503,202604010208,8,Box6_20,20,2000,0.0,0
20260503,202604010208,8,2axis_4,4,700,0.0,0
20260503,202604010209,9,V15_baseline_7,7,700,670.0,1
20260503,202604010209,9,V15+T1-T4-T5_8,8,800,670.0,1
20260503,202604010209,9,V15+T14_T15_T16_10,10,1000,670.0,1
20260503,202604010209,9,V15+T1-T4-T5+T1-T4-T6_9,9,900,670.0,1
20260503,202604010209,9,V15+T2-T3-T4_8,8,800,670.0,1
20260503,202604010209,9,Box5_10,10,1000,670.0,1
20260503,202604010209,9,Box6_20,20,2000,670.0,1
20260503,202604010209,9,2axis_4,4,700,1172.5,1
20260503,202604010211,11,V15_baseline_7,7,700,0.0,0
20260503,202604010211,11,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202604010211,11,V15+T14_T15_T16_10,10,1000,0.0,1
20260503,202604010211,11,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202604010211,11,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202604010211,11,Box5_10,10,1000,0.0,0
20260503,202604010211,11,Box6_20,20,2000,0.0,1
20260503,202604010211,11,2axis_4,4,700,0.0,0
20260503,202604010212,12,V15_baseline_7,7,700,3679.9999999999995,1
20260503,202604010212,12,V15+T1-T4-T5_8,8,800,3679.9999999999995,1
20260503,202604010212,12,V15+T14_T15_T16_10,10,1000,3679.9999999999995,1
20260503,202604010212,12,V15+T1-T4-T5+T1-T4-T6_9,9,900,3679.9999999999995,1
20260503,202604010212,12,V15+T2-T3-T4_8,8,800,3679.9999999999995,1
20260503,202604010212,12,Box5_10,10,1000,3679.9999999999995,1
20260503,202604010212,12,Box6_20,20,2000,3679.9999999999995,1
20260503,202604010212,12,2axis_4,4,700,0.0,0
20260503,202605020401,1,V15_baseline_7,7,700,0.0,0
20260503,202605020401,1,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202605020401,1,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202605020401,1,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202605020401,1,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202605020401,1,Box5_10,10,1000,0.0,0
20260503,202605020401,1,Box6_20,20,2000,0.0,0
20260503,202605020401,1,2axis_4,4,700,0.0,0
20260503,202605020402,2,V15_baseline_7,7,700,0.0,0
20260503,202605020402,2,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202605020402,2,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202605020402,2,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202605020402,2,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202605020402,2,Box5_10,10,1000,0.0,0
20260503,202605020402,2,Box6_20,20,2000,0.0,0
20260503,202605020402,2,2axis_4,4,700,0.0,0
20260503,202605020403,3,V15_baseline_7,7,700,560.0,1
20260503,202605020403,3,V15+T1-T4-T5_8,8,800,560.0,1
20260503,202605020403,3,V15+T14_T15_T16_10,10,1000,560.0,1
20260503,202605020403,3,V15+T1-T4-T5+T1-T4-T6_9,9,900,560.0,1
20260503,202605020403,3,V15+T2-T3-T4_8,8,800,560.0,1
20260503,202605020403,3,Box5_10,10,1000,560.0,1
20260503,202605020403,3,Box6_20,20,2000,560.0,1
20260503,202605020403,3,2axis_4,4,700,979.9999999999999,1
20260503,202605020404,4,V15_baseline_7,7,700,0.0,0
20260503,202605020404,4,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202605020404,4,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202605020404,4,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202605020404,4,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202605020404,4,Box5_10,10,1000,0.0,0
20260503,202605020404,4,Box6_20,20,2000,0.0,0
20260503,202605020404,4,2axis_4,4,700,0.0,0
20260503,202605020405,5,V15_baseline_7,7,700,2540.0,1
20260503,202605020405,5,V15+T1-T4-T5_8,8,800,2540.0,1
20260503,202605020405,5,V15+T14_T15_T16_10,10,1000,2540.0,1
20260503,202605020405,5,V15+T1-T4-T5+T1-T4-T6_9,9,900,2540.0,1
20260503,202605020405,5,V15+T2-T3-T4_8,8,800,2540.0,1
20260503,202605020405,5,Box5_10,10,1000,2540.0,1
20260503,202605020405,5,Box6_20,20,2000,2540.0,1
20260503,202605020405,5,2axis_4,4,700,4445.0,1
20260503,202605020406,6,V15_baseline_7,7,700,0.0,0
20260503,202605020406,6,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202605020406,6,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202605020406,6,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202605020406,6,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202605020406,6,Box5_10,10,1000,0.0,0
20260503,202605020406,6,Box6_20,20,2000,0.0,0
20260503,202605020406,6,2axis_4,4,700,0.0,0
20260503,202605020407,7,V15_baseline_7,7,700,0.0,0
20260503,202605020407,7,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202605020407,7,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202605020407,7,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202605020407,7,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202605020407,7,Box5_10,10,1000,0.0,0
20260503,202605020407,7,Box6_20,20,2000,0.0,0
20260503,202605020407,7,2axis_4,4,700,0.0,0
20260503,202605020408,8,V15_baseline_7,7,700,0.0,0
20260503,202605020408,8,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202605020408,8,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202605020408,8,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202605020408,8,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202605020408,8,Box5_10,10,1000,0.0,0
20260503,202605020408,8,Box6_20,20,2000,0.0,1
20260503,202605020408,8,2axis_4,4,700,0.0,0
20260503,202605020409,9,V15_baseline_7,7,700,0.0,0
20260503,202605020409,9,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202605020409,9,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202605020409,9,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202605020409,9,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202605020409,9,Box5_10,10,1000,0.0,0
20260503,202605020409,9,Box6_20,20,2000,0.0,0
20260503,202605020409,9,2axis_4,4,700,0.0,0
20260503,202605020410,10,V15_baseline_7,7,700,0.0,0
20260503,202605020410,10,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202605020410,10,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202605020410,10,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202605020410,10,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202605020410,10,Box5_10,10,1000,0.0,0
20260503,202605020410,10,Box6_20,20,2000,0.0,0
20260503,202605020410,10,2axis_4,4,700,0.0,0
20260503,202605020411,11,V15_baseline_7,7,700,0.0,0
20260503,202605020411,11,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202605020411,11,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202605020411,11,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202605020411,11,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202605020411,11,Box5_10,10,1000,0.0,0
20260503,202605020411,11,Box6_20,20,2000,0.0,0
20260503,202605020411,11,2axis_4,4,700,0.0,0
20260503,202605020412,12,V15_baseline_7,7,700,0.0,0
20260503,202605020412,12,V15+T1-T4-T5_8,8,800,0.0,0
20260503,202605020412,12,V15+T14_T15_T16_10,10,1000,0.0,0
20260503,202605020412,12,V15+T1-T4-T5+T1-T4-T6_9,9,900,0.0,0
20260503,202605020412,12,V15+T2-T3-T4_8,8,800,0.0,0
20260503,202605020412,12,Box5_10,10,1000,0.0,0
20260503,202605020412,12,Box6_20,20,2000,0.0,0
20260503,202605020412,12,2axis_4,4,700,0.0,0
