race_id,course,race_num,race_name,condition,bet_type,trio_bets_str,trio_hit,trio_payout,umaren_hit,umaren_payout,investment,profit,status,top1_finish,top2_finish,top3_finish,trio_result,distance,surface
202609020703,阪神,3,3歳未勝利,C,trio,5-6-13; 5-9-13; 6-9-13; 6-10-13; 6-11-13; 9-10-13; 9-11-13,0,0,0,0,700,-700,settled,7,2,1,6-9-10,2000,ダ
202609020704,阪神,4,3歳未勝利,C,trio,1-2-5; 1-3-5; 1-5-9; 1-5-11; 2-3-5; 3-5-9; 3-5-11,0,0,0,0,700,-700,settled,1,3,4,3-5-12,1800,芝
202609020705,阪神,5,3歳1勝クラス,E,umaren,1-3; 1-4,0,0,0,0,700,-700,settled,4,1,2,3-4-6,2000,芝
202609020706,阪神,6,3歳1勝クラス,C,trio,2-6-12; 2-6-14; 3-6-12; 3-6-14; 6-8-12; 6-8-14; 6-12-14,0,0,0,0,700,-700,settled,3,8,5,6-7-8,1800,ダ
202609020707,阪神,7,4歳以上1勝クラス,A,trio,1-2-3; 1-2-11; 1-2-12; 1-2-13; 2-3-12; 2-11-12; 2-12-13,1,1530,0,0,700,830,settled,1,8,2,1-2-11,1600,芝
202609020708,阪神,8,4歳以上1勝クラス,A,trio,1-4-7; 1-4-8; 4-6-7; 4-6-8; 4-7-8; 4-7-9; 4-8-9,1,660,0,0,700,-40,settled,1,2,5,1-4-8,2400,芝
202609020709,阪神,9,吹田特別,D,trio,2-3-4; 2-3-11; 2-4-6; 2-4-11; 2-4-12; 2-6-11; 2-11-12,1,3460,0,0,700,2760,settled,3,2,8,2-3-4,1400,ダ
202609020710,阪神,10,丹波特別,D,trio,1-2-4; 1-4-6; 1-4-7; 1-4-8; 2-4-6; 2-4-7; 2-4-8,0,0,0,0,700,-700,settled,6,3,5,1-6-7,1400,芝
202609020711,阪神,11,アンタレスS,C,trio,1-2-4; 1-3-4; 1-4-6; 1-4-12; 2-3-4; 3-4-6; 3-4-12,0,0,0,0,700,-700,settled,1,6,4,2-4-5,1800,ダ
202609020712,阪神,12,4歳以上1勝クラス,D,trio,7-11-12; 7-12-14; 10-11-12; 10-12-14; 11-12-13; 11-12-14; 12-13-14,0,0,0,0,700,-700,settled,8,1,2,10-11-14,1200,ダ
