race_id,course,race_num,race_name,condition,bet_type,trio_bets_str,trio_hit,trio_payout,umaren_hit,umaren_payout,investment,profit,status,top1_finish,top2_finish,top3_finish,trio_result,distance,surface
202603010402,福島,2,3歳未勝利,C,trio,6-9-12; 6-9-13; 8-9-12; 8-9-13; 9-12-13; 9-12-15; 9-13-15,0,0,0,0,700,-700,settled,2,1,5,5-9-13,1700,ダ
202603010403,福島,3,3歳未勝利,C,trio,4-8-12; 4-9-12; 5-8-12; 5-9-12; 7-8-12; 7-9-12; 8-9-12,0,0,0,0,700,-700,settled,4,1,7,1-8-16,2000,芝
202603010404,福島,4,3歳未勝利,C,trio,3-6-15; 3-9-15; 3-10-15; 3-11-15; 6-9-15; 9-10-15; 9-11-15,0,0,0,0,700,-700,settled,5,4,9,7-10-11,1700,ダ
202603010405,福島,5,3歳未勝利,D,trio,2-9-11; 2-9-16; 7-9-11; 7-9-16; 9-11-12; 9-11-16; 9-12-16,0,0,0,0,700,-700,settled,1,2,14,1-9-16,1200,芝
202603010406,福島,6,4歳以上1勝クラス,A,trio,1-3-5; 1-5-6; 1-5-11; 1-5-13; 3-5-6; 5-6-11; 5-6-13,0,0,0,0,700,-700,settled,2,7,1,2-5-6,1800,芝
202603010407,福島,7,4歳以上1勝クラス,A,trio,1-3-5; 1-3-9; 1-4-5; 1-4-9; 1-5-6; 1-5-9; 1-6-9,0,0,0,0,700,-700,settled,4,5,1,3-5-6,2000,芝
202603010408,福島,8,4歳以上1勝クラス,C,trio,3-12-13; 3-13-14; 6-12-13; 6-13-14; 7-12-13; 7-13-14; 12-13-14,0,0,0,0,700,-700,settled,2,7,3,11-12-13,1700,ダ
202603010409,福島,9,須賀川特別,D,trio,1-2-8; 1-2-9; 1-2-11; 1-2-16; 1-8-11; 1-9-11; 1-11-16,0,0,0,0,700,-700,settled,5,1,8,9-11-16,1200,芝
202603010410,福島,10,奥の細道特別,A,trio,1-5-13; 1-6-13; 5-6-13; 5-9-13; 5-11-13; 6-9-13; 6-11-13,0,0,0,0,700,-700,settled,1,5,8,3-11-13,2600,芝
202603010411,福島,11,福島牝馬S,C,trio,1-3-5; 1-3-10; 1-3-14; 1-3-16; 3-5-14; 3-10-14; 3-14-16,0,0,0,0,700,-700,settled,8,2,13,13-14-16,1800,芝
202603010412,福島,12,4歳以上1勝クラス,D,trio,3-4-9; 3-5-9; 3-6-9; 3-7-9; 4-6-9; 5-6-9; 6-7-9,1,2460,0,0,700,1760,settled,3,1,2,3-6-9,1150,ダ
202609020801,阪神,1,3歳未勝利,C,trio,8-9-10; 8-9-11; 8-9-14; 8-9-15; 8-10-11; 8-11-14; 8-11-15,0,0,0,0,700,-700,settled,11,5,4,6-15-16,1800,ダ
202609020802,阪神,2,3歳未勝利,C,trio,3-4-6; 3-5-6; 4-5-6; 4-6-8; 4-6-13; 5-6-8; 5-6-13,0,0,0,0,700,-700,settled,3,6,4,6-12-15,2000,芝
202609020803,阪神,3,3歳未勝利,D,trio,4-9-10; 4-10-12; 4-10-13; 4-10-16; 9-10-16; 10-12-16; 10-13-16,0,0,0,0,700,-700,settled,5,2,13,1-4-9,1400,ダ
202609020805,阪神,5,3歳未勝利,A,trio,2-5-7; 2-7-9; 5-7-8; 5-7-9; 5-7-11; 7-8-9; 7-9-11,0,0,0,0,700,-700,settled,11,8,6,1-11-13,2200,芝
202609020806,阪神,6,3歳1勝クラス,D,trio,2-3-4; 2-3-7; 2-3-8; 2-3-11; 3-4-11; 3-7-11; 3-8-11,0,0,0,0,700,-700,settled,12,2,13,4-8-11,1200,ダ
202609020807,阪神,7,3歳1勝クラス,A,trio,1-2-5; 1-2-6; 1-2-7; 1-2-8; 2-5-6; 2-5-7; 2-5-8,1,2580,0,0,700,1880,settled,1,2,7,1-2-6,1600,芝
202609020808,阪神,8,4歳以上1勝クラス,A,trio,4-6-10; 4-8-10; 6-8-10; 6-9-10; 6-10-11; 8-9-10; 8-10-11,1,1660,0,0,700,960,settled,1,2,6,4-6-10,1800,ダ
202609020809,阪神,9,蓬莱峡特別,A,trio,2-4-7; 2-7-10; 3-4-7; 3-7-10; 4-6-7; 4-7-10; 6-7-10,0,0,0,0,700,-700,settled,5,2,3,2-4-10,2000,芝
202609020810,阪神,10,陽春S,D,trio,3-7-10; 3-7-11; 3-9-10; 3-9-11; 3-10-11; 3-10-13; 3-11-13,1,840,0,0,700,140,settled,1,8,2,3-10-13,1200,ダ
202609020811,阪神,11,立雲峡S,A,trio,1-6-8; 1-6-10; 3-6-8; 3-6-10; 6-8-9; 6-8-10; 6-9-10,0,0,0,0,700,-700,settled,10,7,8,3-4-5,1600,芝
202609020812,阪神,12,4歳以上2勝クラス,A,trio,3-5-10; 3-7-10; 5-7-10; 5-8-10; 5-9-10; 7-8-10; 7-9-10,0,0,0,0,700,-700,settled,2,8,7,1-2-10,1800,ダ
